user_id,user_status,content_title,language_code,completion_status,high_score,gender,employment_type,staff_band_level,country,function,department
USER001013,Active,Anti-Money Laundering: An Overview,English,Completed,100.0,M,Permanent,B4,Zambia,Information Technology,Information Technology
USER001014,Active,Key Accounting Concepts and Principles,English,Started,71.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001014,Active,Making an Impact with Non-verbal Communication,English,Completed,100.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001014,Active,Capturing the Attention of Senior Executives,English,Completed,100.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001014,Active,Communicating with Confidence,English,Completed,100.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001014,Active,Basic Accounting Concepts for Non-financial Professionals,English,Completed,89.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001014,Active,The Basics of Marketing,English,Completed,87.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001015,Active,Embracing an Agile Culture for Business Growth,English,Completed,94.0,M,Permanent,B3,Nigeria,Networks,Network Transmission
USER001015,Active,Moving to the Cloud,English,Started,0.0,M,Permanent,B3,Nigeria,Networks,Network Transmission
USER001015,Active,Maintaining a Cohesive Multigenerational Workforce,English,Completed,81.0,M,Permanent,B3,Nigeria,Networks,Network Transmission
USER001015,Active,Introduction to Telco Transformations,English,Completed,100.0,M,Permanent,B3,Nigeria,Networks,Network Transmission
USER001015,Active,"5th Generation Mobile Networks: 5G Principles, Facts & Fiction",English,Completed,90.0,M,Permanent,B3,Nigeria,Networks,Network Transmission
USER001015,Active,Managing Multigenerational Employees,English,Completed,88.0,M,Permanent,B3,Nigeria,Networks,Network Transmission
USER001015,Active,Developing Emotional Intelligence,English,Completed,96.0,M,Permanent,B3,Nigeria,Networks,Network Transmission
USER001016,Active,QlikView: Dashboards & Comparative Analysis,English,Started,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,Data Science for Managers Bootcamp: Session 1 Replay,English,Started,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,Agile Principles and Methodologies,English,Started,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,FSD Development: Java Spring Framework,English,Started,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,IAS 1- Presentation of Financial Statements,English,Completed,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,IAS 40- Investment property,English,Completed,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,Consolidations_2,English,Completed,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,Six Sigma Black Belt: Using Business and Financial Measures,English,Started,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001016,Active,Agile Project Scheduling and Monitoring,English,Started,0.0,M,Permanent,B5,Kenya,Finance,Finance.Revenue Assurance & Fraud Management
USER001017,Active,Basic Accounting Concepts for Non-financial Professionals,English,Started,0.0,M,Permanent,B6,Nigeria,Human Resources,HR & Admin
USER001018,Active,Embracing an Agile Culture for Business Growth,English,Started,0.0,M,Permanent,B4,Zambia,Marketing,Marketing
USER001018,Active,Anti-Money Laundering: An Overview,English,Completed,100.0,M,Permanent,B4,Zambia,Marketing,Marketing
USER001018,Active,"Product, Pricing, and Promotion in the Marketing Mix",English,Started,0.0,M,Permanent,B4,Zambia,Marketing,Marketing
USER001018,Active,Sharing a Vision,English,Completed,92.0,M,Permanent,B4,Zambia,Marketing,Marketing
USER001018,Active,Management,English,Completed,95.0,M,Permanent,B4,Zambia,Marketing,Marketing
USER001018,Active,Six Sigma Black Belt: Team Facilitation and Leadership,English,Started,0.0,M,Permanent,B4,Zambia,Marketing,Marketing
USER001019,Active,Adopter PRINCE2® pour votre environnement de projet (mise à jour 2017),French,Started,0.0,M,Permanent,B6,DRC,Sales and Distribution,Business Money
USER001019,Active,Vous situer en tant que manager de projet,French,Started,0.0,M,Permanent,B6,DRC,Sales and Distribution,Business Money
USER001019,Active,Bases de la gestion de la chaîne d'approvisionnement : Réduire les coûts et optimiser la livraison,French,Started,0.0,M,Permanent,B6,DRC,Sales and Distribution,Business Money
USER00102,Active,Product Management: Metrics for Product Managers,English,Started,0.0,M,Permanent,B6,Nigeria,Sales and Distribution,Sales and Distribution
USER00102,Active,Communicating with Confidence,English,Completed,86.0,M,Permanent,B6,Nigeria,Sales and Distribution,Sales and Distribution
USER00102,Active,Capturing the Attention of Senior Executives,English,Completed,86.0,M,Permanent,B6,Nigeria,Sales and Distribution,Sales and Distribution
USER00102,Active,Product Management: Building a Product Roadmap and Agile Product Management,English,Completed,84.0,M,Permanent,B6,Nigeria,Sales and Distribution,Sales and Distribution
USER00102,Active,Embracing an Agile Culture for Business Growth,English,Completed,84.0,M,Permanent,B6,Nigeria,Sales and Distribution,Sales and Distribution
USER00102,Active,Basic Accounting Concepts for Non-financial Professionals,English,Completed,92.0,M,Permanent,B6,Nigeria,Sales and Distribution,Sales and Distribution
USER00102,Active,Product Management: An Overview,English,Completed,100.0,M,Permanent,B6,Nigeria,Sales and Distribution,Sales and Distribution
USER001020,Active,Expert Insights on Accountability,English,Started,0.0,F,Permanent,B4,Uganda,Marketing,Marketing
USER001020,Active,Expert Insights on Creative Thinking & Brainstorming,English,Completed,0.0,F,Permanent,B4,Uganda,Marketing,Marketing
USER001020,Active,Expert Insights on Communication Essentials,English,Completed,0.0,F,Permanent,B4,Uganda,Marketing,Marketing
USER001021,Active,Negotiating Well and Going for the Close,English,Started,0.0,F,Permanent,B3,Kenya,Legal and Regulatory Affairs,Legal & Regulatory Affairs
USER001021,Active,Embracing an Agile Culture for Business Growth,English,Completed,85.0,F,Permanent,B3,Kenya,Legal and Regulatory Affairs,Legal & Regulatory Affairs
USER001022,Active,Saving Time by Setting Goals,English,Completed,88.0,F,Permanent,B5,Uganda,Customer Experience,Customer Experience
USER001022,Active,Embracing an Agile Culture for Business Growth,English,Completed,84.0,F,Permanent,B5,Uganda,Customer Experience,Customer Experience
USER001023,Active,Embracing an Agile Culture for Business Growth,English,Started,0.0,not_specified,Permanent,not_specified,Nigeria,Human Resources,not_specified
USER001023,Active,Expert Insights on Organizational Culture,English,Completed,0.0,not_specified,Permanent,not_specified,Nigeria,Human Resources,not_specified
USER001023,Active,Anti-Money Laundering: An Overview,English,Started,0.0,not_specified,Permanent,not_specified,Nigeria,Human Resources,not_specified
USER001024,Active,GSM Signaling & Protocols Architecture (US Standard),English,Started,0.0,M,Permanent,B5,Nigeria,Networks,Design Planning & Optimization
USER001024,Active,GSM Signaling & Protocols Procedures (US Standard),English,Started,0.0,M,Permanent,B5,Nigeria,Networks,Design Planning & Optimization
USER001024,Active,UMTS Signaling Procedures,English,Started,0.0,M,Permanent,B5,Nigeria,Networks,Design Planning & Optimization
USER001024,Active,GSM Air Interface (US Standard),English,Started,0.0,M,Permanent,B5,Nigeria,Networks,Design Planning & Optimization
USER001024,Active,Embracing an Agile Culture for Business Growth,English,Completed,92.0,M,Permanent,B5,Nigeria,Networks,Design Planning & Optimization
USER001024,Active,Sending & Receiving Emails in Gmail Web (2017),English,Completed,0.0,M,Permanent,B5,Nigeria,Networks,Design Planning & Optimization
USER001025,Active,Encouraging Team Communication and Collaboration,English,Completed,85.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001025,Active,Responding Effectively to Risks,English,Completed,86.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001025,Active,The Basics of Marketing,English,Started,0.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001025,Active,Expert Insights on Giving and Receiving Feedback,English,Started,0.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001025,Active,Embracing Agile at Scale,English,Completed,93.0,M,Permanent,B5,Nigeria,Sales and Distribution,Sales and Distribution
USER001026,Active,Inserting & Manipulating Data,English,Completed,97.0,F,Permanent,B5,Uganda,Sales and Distribution,Sales and Distribution
USER001026,Active,Creating & Saving Workbooks,English,Completed,100.0,F,Permanent,B5,Uganda,Sales and Distribution,Sales and Distribution
USER001026,Active,Getting Started with Excel for Office 365,English,Completed,87.0,F,Permanent,B5,Uganda,Sales and Distribution,Sales and Distribution
USER001026,Active,Embracing an Agile Culture for Business Growth,English,Completed,83.0,F,Permanent,B5,Uganda,Sales and Distribution,Sales and Distribution
USER001027,Active,Embracing an Agile Culture for Business Growth,English,Completed,100.0,F,Permanent,B6,Kenya,Sales and Distribution,Sales.Indirect Sales
USER001027,Active,Polishing Your Feedback Skills,English,Started,70.0,F,Permanent,B6,Kenya,Sales and Distribution,Sales.Indirect Sales
USER001028,Active,Avoir recours à l'écoute active dans les situations professionnelles,French,Started,0.0,M,Permanent,B4,DRC,Marketing,Marketing
USER001028,Active,Diriger via un pouvoir d'influence positif,French,Completed,100.0,M,Permanent,B4,DRC,Marketing,Marketing
USER001028,Active,Développer votre sens éthique dans le cadre professionnel,French,Completed,100.0,M,Permanent,B4,DRC,Marketing,Marketing
USER001028,Active,Dépasser les préjugés inconscients au travail,French,Started,0.0,M,Permanent,B4,DRC,Marketing,Marketing
USER001029,Active,Capturing the Attention of Senior Executives,English,Completed,82.0,F,Permanent,B5,Nigeria,Finance,Revenue Assurance & Fraud Management
USER001029,Active,Basic Accounting Concepts for Non-financial Professionals,English,Completed,92.0,F,Permanent,B5,Nigeria,Finance,Revenue Assurance & Fraud Management
USER001029,Active,Basic Budgeting for Non-financial Professionals,English,Started,0.0,F,Permanent,B5,Nigeria,Finance,Revenue Assurance & Fraud Management
USER001029,Active,Making an Impact with Non-verbal Communication,English,Completed,100.0,F,Permanent,B5,Nigeria,Finance,Revenue Assurance & Fraud Management
USER001029,Active,Communicating with Confidence,English,Completed,100.0,F,Permanent,B5,Nigeria,Finance,Revenue Assurance & Fraud Management
USER00103,Active,Making an Impact with Non-verbal Communication,English,Completed,100.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER00103,Active,Communicating with Confidence,English,Completed,89.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER00103,Active,Capturing the Attention of Senior Executives,English,Completed,88.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER00103,Active,Embracing an Agile Culture for Business Growth,English,Completed,80.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER00103,Active,Basic Accounting Concepts for Non-financial Professionals,English,Completed,82.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER00103,Active,Customer Service: Fostering a Service Mindset,English,Completed,100.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER00103,Active,Customer Service: Adapting to Your Customers' Cues,English,Completed,92.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER00103,Active,ITIL® 4 Foundation: Key Concepts,English,Completed,90.0,M,Permanent,B6,Nigeria,Sales and Distribution,Direct Sales
USER001030,Active,"Controlling Conflict, Stress, and Time in Customer Service",English,Started,0.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Embracing an Agile Culture for Business Growth,English,Completed,80.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Communicating with Confidence,English,Started,0.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,How Culture Impacts Communication,English,Started,0.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Conditional Statements & Loops: The Basics of for Loops in Python,English,Started,0.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Project Management: Scrum Framework for Software Development,English,Started,0.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Positive Atmosphere: Establishing an Engaged Workforce,English,Completed,92.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Developing Diplomacy and Tact,English,Completed,96.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Expert Insights on Collaboration,English,Completed,0.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Building a Strategic Commitment to Sustainability,English,Completed,92.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001030,Active,Managing Employee Development,English,Completed,87.0,F,Permanent,B5,Kenya,Customer Experience,Customer Experience.Retail Shops
USER001031,Active,Ensuring Onboarding Success,English,Started,58.0,M,Permanent,B5,Tanzania,Enterprise Business,Sales.Key Accounts
USER001032,Active,Leading in the Digital Era,English,Completed,85.0,M,Permanent,B5,Uganda,Business Money,Business Money
USER001032,Active,"Digital Transformation Insights: Marketing, Sales & Engineering Functions",English,Started,0.0,M,Permanent,B5,Uganda,Business Money,Business Money
USER001032,Active,PMP (2021 Aligned) Bootcamp: Session 1 Replay,English,Started,0.0,M,Permanent,B5,Uganda,Business Money,Business Money
USER001032,Active,PMBOK Guide Seventh Edition Live Session,English,Completed,0.0,M,Permanent,B5,Uganda,Business Money,Business Money
USER001032,Active,Resource & Risk Planning,English,Started,0.0,M,Permanent,B5,Uganda,Business Money,Business Money
USER001033,Active,Establishing Quality Standards (2021 Update),English,Started,0.0,M,Permanent,B4,Uganda,not_specified,MD's Office
USER001033,Active,"Exploring Project Management, Then and Now (2021 Update)",English,Started,0.0,M,Permanent,B4,Uganda,not_specified,MD's Office
USER001033,Active,PMP Bootcamp: Session 1 Replay,English,Started,0.0,M,Permanent,B4,Uganda,not_specified,MD's Office
USER001033,Active,Project Fundamentals (PMBOK® Guide Sixth Edition),English,Started,0.0,M,Permanent,B4,Uganda,not_specified,MD's Office
USER001033,Active,Inserting & Manipulating Data,English,Started,0.0,M,Permanent,B4,Uganda,not_specified,MD's Office
USER001033,Active,Exploring Blockchain,English,Started,0.0,M,Permanent,B4,Uganda,not_specified,MD's Office
USER001034,Active,Techniques de coaching qui incitent les personnes coachées à passer à l’action,French,Started,0.0,M,Permanent,B5,Gabon,Marketing,Marketing
USER001035,Active,Les différentes approches pour faire face à un conflit sur le lieu de travail,French,Completed,84.0,M,Permanent,B6,Congo B,Sales and Distribution,Sales
USER001036,Active,Lutte contre la corruption à l'échelle mondiale,French,Completed,100.0,M,Permanent,B6,DRC,Sales and Distribution,SALES & DISTRIBUTION
USER001037,Active,"Gérer les conflits, le stress et le temps au sein du service clientèle",French,Started,0.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,iMovie : Découvrir et configurer l'application,French,Completed,0.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Interagir avec des clients,French,Completed,97.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,iMovie : Créer et modifier des pistes vidéo,French,Completed,0.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Explorer les émotions des autres,French,Completed,92.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Favoriser la communication et la collaboration au sein d'une équipe,French,Completed,90.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Vous situer en tant que manager de projet,French,Completed,83.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Créer des leaders et des cultures de l'innovation,French,Completed,96.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Découvrir et utiliser ses talents et compétences,French,Completed,91.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,iMovie : Publier et diffuser des vidéos,French,Completed,0.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Gestion de conflit au sein de l'équipe,French,Completed,100.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Créer des programmes de développement de carrière et de succession,French,Completed,97.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Concilier carrière et vie de famille pour les femmes leaders,French,Completed,80.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Mise en forme de présentations,French,Completed,92.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Acrobat Reader : Illustrer des documents,French,Completed,0.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Utiliser les évaluations de performances pour faire avancer votre carrière,French,Completed,92.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Être un membre d'équipe efficace,French,Completed,100.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Communiquer une vision aux employés,French,Completed,95.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Agir de sorte que la personne coachée demeure engagée et responsable,French,Completed,90.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Renforcer son intelligence émotionnelle,French,Completed,94.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Techniques de coaching qui incitent les personnes coachées à passer à l’action,French,Completed,85.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Points de vue d'experts sur la planification de carrière,French,Completed,0.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Mettre votre carrière sur la bonne voie,French,Completed,88.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Élaborer un plan pour faire évoluer sa carrière,French,Completed,93.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,La réalité du manager nouvellement promu,French,Completed,100.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Obtenir les résultats que vous attendez d'une délégation,French,Completed,84.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Choisir et préparer votre délégataire,French,Completed,83.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Réponses aux risques (Guide PMBOK® Sixième édition),French,Completed,82.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Analyse des risques (Guide PMBOK® Sixième édition),French,Completed,81.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Identification des risques (Guide PMBOK® Sixième édition),French,Completed,84.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Perfectionner vos compétences en feedback,French,Completed,100.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Utiliser l'intelligence émotionnelle dans le cadre professionnel,French,Completed,93.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Les défis d'un manager nouvellement promu,French,Completed,97.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Communication d'équipe efficace,French,Completed,98.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Planification de la gestion des risques (Guide PMBOK® Sixième édition),French,Completed,100.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Les différentes approches pour faire face à un conflit sur le lieu de travail,French,Completed,88.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Création du budget du projet (Guide PMBOK® Sixième édition),French,Completed,85.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Dernières étapes pour clôturer un projet,French,Completed,83.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
USER001037,Active,Gérer les changements et les conflits au cours des projets,French,Completed,98.0,F,Permanent,B6,Congo B,Customer Experience,Customer Experience
